Text,gold_ner,gold_re,wx_ner,gpt_re
瑴知出二凶奸谋，具章乞留颐浩知金陵，浚不当贬，不报。,"{'人物': ['瑴', '颐浩', '浚'], '职官': ['知金陵']}","{'任职': [['颐浩', '知金陵']]}","{'人物': ['浚', '颐浩', '瑴'], '职官': ['知金陵']}","{'请求': [['瑴', '颐浩']], '任职': [['颐浩', '知金陵']]}"
十六年，累加龙$守义奉国履常怀德功臣。,"{'人物': ['龙$'], '职官': ['守义奉国履常怀德功臣']}","{'任职': [['龙$', '守义奉国履常怀德功臣']]}","{'人物': ['龙$'], '职官': ['守义奉国履常怀德功臣'], '时间': ['十六年']}","{'任职': [['龙$', '守义奉国履常怀德功臣']]}"
」策攻康，拔之，术复用其故吏刘勳为太守；复，扶又翻。,"{'人物': ['策', '康', '术', '刘勳'], '职官': ['太守']}","{'任职': [['刘勳', '太守']], '攻伐': [['策', '康']], '封': [['术', '刘勳']], '旧臣': [['刘勳', '术']]}","{'人物': ['康', '术', '策', '刘勳'], '职官': ['太守']}","{'攻伐': [['策', '康']], '任职': [['刘勳', '太守']], '封': [['术', '刘勳'], ['策', '刘勳']]}"
此曹操自领冀州牧，欲广其所统以制天下耳。,"{'人物': ['曹操'], '地点': ['冀州'], '职官': ['牧']}","{'任职': [['曹操', '牧']], '管理': [['曹操', '冀州']]}","{'人物': ['曹操'], '地点': ['冀州'], '职官': ['牧']}","{'管理': [['曹操', '冀州']], '任职': [['曹操', '牧']]}"
辽西乌桓，其酋曰蹋顿。触自号幽州刺史，驱率诸郡太守令长，背袁向曹，长，知两翻。,"{'地点': ['辽西', '乌桓', '幽州'], '人物': ['蹋顿', '触', '袁', '曹'], '职官': ['刺史', '太守']}","{'任职': [['触', '刺史']], '其他': [['触', '袁']], '管理': [['蹋顿', '乌桓'], ['触', '幽州']], '政治奥援': [['触', '曹']], '隶属于': [['乌桓', '辽西']]}","{'人物': ['蹋顿', '触', '袁向'], '地点': ['幽州', '辽西', '乌桓'], '职官': ['刺史']}","{'任职': [['触', '刺史']], '管理': [['触', '幽州']], '其他': [['触', '袁向']]}"
谓平东、平西、平南、平北四将军也。军议校尉法正为蜀郡太守、扬武将军，裨将军南阳黄忠为讨虏将军，从事中郞麋竺为安汉将军，汉大将军府有从事中郞，职参谋议。,"{'职官': ['军议校尉', '太守', '扬武将军', '裨将军', '讨虏将军', '从事中郞', '安汉将军'], '人物': ['法正', '黄忠', '麋竺'], '地点': ['蜀郡', '南阳', '汉']}","{'任职': [['法正', '军议校尉'], ['法正', '太守'], ['法正', '扬武将军'], ['黄忠', '裨将军'], ['黄忠', '讨虏将军'], ['麋竺', '从事中郞'], ['麋竺', '安汉将军']], '管理': [['法正', '蜀郡']], '生于地点': [['黄忠', '南阳']]}","{'人物': ['麋竺', '黄忠', '法正'], '职官': ['讨虏将军', '扬武将军', '安汉将军', '太守', '军议校尉', '从事中郞', '裨将军', '大将军'], '地点': ['蜀郡', '南阳', '汉', '平东', '平西', '平南', '平北']}","{'管理': [['法正', '蜀郡']], '任职': [['法正', '军议校尉'], ['麋竺', '安汉将军'], ['黄忠', '裨将军'], ['法正', '太守'], ['黄忠', '讨虏将军'], ['麋竺', '从事中郞'], ['法正', '扬武将军']], '生于地点': [['黄忠', '南阳']]}"
知临淄县陆有常率民兵拒守，死于阵。知益都县张侃﹑千乘县丞丁兴宗亦死之。,"{'职官': ['知临淄县', '知益都县', '千乘县丞'], '人物': ['陆有常', '张侃', '丁兴宗']}","{'任职': [['丁兴宗', '千乘县丞'], ['张侃', '知益都县'], ['陆有常', '知临淄县']]}","{'人物': ['陆有常', '张侃', '丁兴宗'], '职官': ['知临淄县', '知益都县', '千乘县丞']}","{'死于地点': [], '任职': [['张侃', '知益都县'], ['陆有常', '知临淄县'], ['丁兴宗', '千乘县丞']]}"
淳化元年夏，加桓特进，邑千户，实封四百户。,"{'时间': ['淳化元年夏'], '人物': ['桓'], '职官': ['特进']}","{'任职': [['桓', '特进']]}","{'人物': ['桓'], '时间': ['淳化元年夏'], '职官': ['特进']}","{'任职': [['桓', '特进']]}"
初，帝为平原王，纳河内虞氏为妃；及卽位，虞氏不得立为后，太皇卞太后慰勉焉。,"{'职官': ['帝', '后'], '人物': ['平原王', '虞氏', '虞氏', '太皇卞太后'], '地点': ['河内']}","{'任职': [['平原王', '帝']], '生于地点': [['虞氏', '河内']], '夫妻': [['平原王', '虞氏']]}","{'人物': ['帝', '平原王', '虞氏', '卞太后'], '地点': ['河内']}","{'生于地点': [['虞氏', '河内']], '任职': [['帝', '平原王'], ['卞太后', '太皇']], '封': [['帝', '虞氏']]}"
毛玠、崔琰、常林、徐奕、何夔为尙书，魏置五曹尙书，吏部、左民、客曹、五兵、度支。王粲、杜袭、衞觊、和洽为侍中，自是以后，侍中遂以四人为定员。,"{'人物': ['毛玠', '崔琰', '常林', '徐奕', '何夔', '王粲', '杜袭', '衞觊', '和洽'], '职官': ['尙书', '尙书', '侍中'], '时间': ['魏']}","{'任职': [['王粲', '侍中'], ['毛玠', '尙书'], ['崔琰', '尙书'], ['常林', '尙书'], ['徐奕', '尙书'], ['何夔', '尙书'], ['杜袭', '侍中'], ['衞觊', '侍中'], ['和洽', '侍中']]}","{'人物': ['毛玠', '崔琰', '常林', '徐奕', '何夔', '王粲', '杜袭', '衞觊', '和洽'], '职官': ['尙书', '侍中', '左民', '吏部', '度支', '五曹尙书', '客曹'], '时间': ['魏']}","{'任职': [['和洽', '侍中'], ['王粲', '侍中'], ['杜袭', '侍中'], ['衞觊', '侍中'], ['徐奕', '尙书'], ['常林', '尙书'], ['崔琰', '尙书'], ['何夔', '尙书'], ['毛玠', '尙书']]}"
从，才用翻。中书杨融，亲受诏敕，所当恭肃，乃云『正自不听禁，谓不听禁约也。,"{'职官': ['中书'], '人物': ['杨融']}","{'任职': [['杨融', '中书']]}","{'人物': ['杨融'], '职官': ['中书']}","{'任职': [['杨融', '中书']]}"
司空掾北地傅嘏曰：「夫建官均职，淸理民物，所以立本也。,"{'职官': ['司空掾'], '地点': ['北地'], '人物': ['傅嘏']}","{'任职': [['傅嘏', '司空掾']], '生于地点': [['傅嘏', '北地']]}","{'人物': ['傅嘏'], '地点': ['北地'], '职官': ['司空掾']}","{'生于地点': [['傅嘏', '北地']], '任职': [['傅嘏', '司空掾']]}"
绍兴二年，廷对，极意尽言，无所顾避，有司恶其直，授富川主簿。宪董弅闻其名，檄谳六郡狱，复命兼贺州学事。,"{'时间': ['绍兴二年'], '地点': ['富川', '贺州'], '职官': ['主簿', '宪', '学事'], '人物': ['董弅']}","{'任职': [['董弅', '宪']]}","{'地点': ['富川'], '时间': ['绍兴二年'], '职官': ['主簿', '兼贺州学事'], '人物': ['董弅', '宪']}",{}
吴安东将军徐盛建计，植木衣苇，为疑城假楼，自石头至于江乘，植木于内，以芦䕠遮其外，为疑城假楼。,"{'地点': ['吴', '石头', '江乘'], '职官': ['安东将军'], '人物': ['徐盛']}","{'任职': [['徐盛', '安东将军']], '隶属于': [['徐盛', '吴']], '离开': [['徐盛', '石头']], '到达': [['徐盛', '江乘']]}","{'人物': ['徐盛'], '地点': ['石头', '江乘', '吴'], '职官': ['安东将军']}","{'任职': [['徐盛', '安东将军']]}"
达与魏兴太守申仪有隙，魏兴，蜀之西城郡也，文帝改曰魏兴。,"{'人物': ['达', '申仪', '文帝'], '地点': ['魏兴', '魏兴', '蜀', '西城郡', '魏兴'], '职官': ['太守']}","{'任职': [['申仪', '太守']], '属地': [['西城郡', '蜀']], '管理': [['申仪', '魏兴']], '其他': [['达', '申仪']], '设置': [['文帝', '魏兴']], '地点别名': [['魏兴', '西城郡']]}","{'人物': ['达', '申仪', '文帝'], '地点': ['魏兴', '西城郡', '蜀'], '职官': ['太守']}","{'任职': [['申仪', '太守']], '管理': [['申仪', '魏兴']], '地点别名': [['魏兴', '西城郡']]}"
以雍州刺史郭淮代之。,"{'地点': ['雍州'], '职官': ['刺史'], '人物': ['郭淮']}","{'任职': [['郭淮', '刺史']], '管理': [['郭淮', '雍州']]}","{'人物': ['郭淮'], '职官': ['刺史'], '地点': ['雍州']}","{'任职': [['郭淮', '刺史']], '管理': [['郭淮', '雍州']]}"
除德政检校太尉﹑静海军节度使﹑安南都护﹑交阯郡王。,"{'人物': ['德政'], '职官': ['检校太尉', '静海军节度使', '安南都护', '交阯郡王']}","{'任职': [['德政', '交阯郡王'], ['德政', '检校太尉'], ['德政', '静海军节度使'], ['德政', '安南都护']]}","{'人物': ['德政'], '职官': ['检校太尉', '静海军节度使', '安南都护', '交阯郡王']}","{'任职': [['德政', '检校太尉'], ['德政', '交阯郡王'], ['德政', '静海军节度使'], ['德政', '都护']]}"
仁宗以其无他，复召为马军副都指挥使。御史中丞韩绛又言：“孜不当典兵，而宰相富弼荐引之，请黜弼。,"{'人物': ['仁宗', '韩绛', '孜', '富弼', '弼'], '职官': ['马军副都指挥使', '御史中丞', '宰相']}","{'任职': [['富弼', '宰相'], ['韩绛', '御史中丞']]}","{'人物': ['仁宗', '孜', '弼', '富弼', '韩绛'], '职官': ['马军副都指挥使', '御史中丞', '宰相']}","{'任职': [['仁宗', '马军副都指挥使']], '政治奥援': [['富弼', '宰相']], '请求': [['韩绛', '御史中丞']]}"
河北旣罢兵，允则治城垒不辍，契丹主曰：“南朝尙修城备，得无违誓约乎？”其相张俭曰：“李雄州为安抚使，其人长者，不足疑。,"{'地点': ['河北'], '人物': ['允则', '张俭', '李雄州'], '团体': ['契丹'], '职官': ['安抚使']}","{'任职': [['李雄州', '安抚使']]}","{'人物': ['允则', '张俭', '李雄州', '契丹主'], '职官': ['安抚使', '相'], '地点': ['河北', '契丹']}","{'任职': [['李雄州', '安抚使']], '管理': [['允则', '河北']], '属地': [['契丹主', '契丹']], '政治奥援': [['允则', '契丹主']], '见面': [['允则', '契丹主']], '交谈': [['允则', '契丹主']], '旧臣': [['张俭', '契丹主']]}"
令邓城时，丞相范宗尹方为邑子，以文谒悆。,"{'职官': ['令', '丞相'], '地点': ['邓城'], '人物': ['范宗尹', '悆']}","{'任职': [['范宗尹', '丞相']], '见面': [['范宗尹', '悆']]}","{'人物': ['悆', '范宗尹', '邓城'], '职官': ['丞相', '令']}","{'任职': [['范宗尹', '丞相'], ['邓城', '令']]}"
谋未就而金人围合，皆散走。士珸乘驴西亡，夜半盗夺驴去，徒步疾趋，迟明，抵武安酒家，语人曰：“我皇叔也。,"{'团体': ['金'], '人物': ['士珸'], '地点': ['武安']}","{'到达': [['士珸', '武安']]}","{'人物': [['士珸', 0.9998], ['皇叔', 0.9976]], '地点': [['武安', 1.0]], '团体': [['金', 0.9995]], '物品': [['驴', 0.9529]]}","{'到达': [['士珸', '武安']], '任职': [], '属地': [], '攻伐': [], '管理': [], '位于': [], '派遣': [], '生于地点': [], '政治奥援': [], '封': [], '父': [], '交谈': [], '杀': [], '作者': [], '打败': [], '别名': [], '同僚': [], '地点别名': [], '兄弟': [], '旧属': [], '见面': [], '设置': [], '投靠': [], '祖孙': [], '隶属于': [], '合作': [], '离开': [], '请求': [], '游历': [], '归附': [], '救援': [], '治所': [], '修建': [], '死于时间': [], '母': [], '害怕': [], '夫妻': [], '旧臣': [], '死于地点': []}"
」渊乃留督将守辎重，重，直用翻。自将轻兵到长离，攻烧羌屯，遂果救长离。,"{'人物': ['渊', '遂'], '地点': ['长离', '烧羌', '长离']}","{'到达': [['渊', '长离']], '攻伐': [['渊', '烧羌']], '救援': [['遂', '长离']]}","{'人物': ['渊'], '地点': ['长离'], '团体': ['羌']}","{'到达': [['渊', '长离']]}"
于是仪结陈而去，陈，读曰阵。入谷然后发丧。入斜谷也。,"{'人物': ['仪'], '地点': ['斜谷']}","{'到达': [['仪', '斜谷']]}","{'人物': ['仪'], '地点': ['斜谷']}","{'到达': [['仪', '斜谷']]}"
8九月，帝行如摩陂，治许昌宫，起景福、承光殿。,"{'时间': ['九月'], '人物': ['帝'], '地点': ['摩陂', '许昌宫', '景福', '承光殿']}","{'到达': [['帝', '摩陂']], '修建': [['帝', '承光殿'], ['帝', '许昌宫'], ['帝', '景福']]}","{'人物': ['帝'], '地点': ['许昌宫', '摩陂', '景福', '承光殿'], '时间': ['九月']}","{'到达': [['帝', '摩陂']]}"
已而闻金人退，引兵襄邑，遣范埙﹑徐文中诣济州，请王进兵南京，且言：“国家之制，无亲王在外者，主上特付大王以元帅之权，此殆天意。,"{'团体': ['金'], '地点': ['襄邑', '济州', '南京'], '人物': ['范埙', '徐文中', '王'], '职官': ['元帅']}","{'到达': [['徐文中', '济州'], ['范埙', '济州']], '攻伐': [['王', '南京']]}","{'人物': ['范埙', '徐文中', '王'], '地点': ['济州', '襄邑', '南京'], '团体': ['金'], '职官': ['主上']}","{'派遣': [['王', '南京']], '请求': [['范埙', '济州'], ['徐文中', '济州']]}"
陈宫至，不得渡。昱至东阿，东阿令颍川枣祗已率厉吏民拒城坚守，颍川文士传：枣氏本姓棘，避难改焉。,"{'人物': ['陈宫', '昱', '枣祗', '枣氏', '棘'], '地点': ['东阿', '东阿', '颍川'], '书籍': ['颍川文士传']}","{'到达': [['昱', '东阿']], '管理': [['枣祗', '东阿']], '生于地点': [['枣祗', '颍川']]}","{'人物': ['昱', '枣祗', '枣氏', '棘', '陈宫'], '地点': ['东阿', '颍川'], '书籍': ['颍川文士传', '文士传'], '职官': ['令']}","{'到达': [['昱', '东阿']], '生于地点': [['枣祗', '颍川']], '管理': [['枣祗', '东阿']], '任职': [['枣祗', '令']]}"
5夏，四月，壬寅，帝如许昌。,"{'时间': ['夏', '四月', '壬寅'], '人物': ['帝'], '地点': ['许昌']}","{'到达': [['帝', '许昌']]}","{'人物': ['帝'], '地点': ['许昌'], '时间': ['夏', '四月', '壬寅']}","{'到达': [['帝', '许昌']]}"
10十二月，魏公操至孟津。,"{'时间': ['十二月'], '人物': ['魏公操'], '地点': ['孟津']}","{'到达': [['魏公操', '孟津']]}","{'人物': ['魏公操'], '地点': ['孟津'], '时间': ['十二月']}","{'到达': [['魏公操', '孟津']]}"
以书招之，巴不从，备深以为恨。巴遂自交趾入蜀依刘璋。,"{'人物': ['巴', '备', '巴', '刘璋'], '地点': ['交趾', '蜀']}","{'其他': [['备', '巴']], '到达': [['巴', '蜀']], '投靠': [['巴', '刘璋']], '离开': [['巴', '交趾']]}","{'人物': ['巴', '备', '刘璋'], '地点': ['交趾', '蜀']}","{'到达': [['巴', '蜀']], '投靠': [['巴', '刘璋']]}"
辛毗至西平见曹操，致谭意，羣下多以为刘表强，宜先平之，谭、尙不足忧也。,"{'人物': ['辛毗', '曹操', '谭', '刘表', '谭', '尙'], '地点': ['西平']}","{'到达': [['辛毗', '西平']], '见面': [['辛毗', '曹操']]}","{'人物': ['刘表', '谭', '曹操', '辛毗', '尙'], '地点': ['西平']}","{'到达': [['辛毗', '西平']]}"
雒城溃，备进围成都。诸葛亮、张飞、赵云引兵来会。,"{'地点': ['雒城', '成都'], '人物': ['备', '诸葛亮', '张飞', '赵云']}","{'到达': [['赵云', '成都'], ['诸葛亮', '成都'], ['张飞', '成都']], '攻伐': [['备', '成都']]}","{'人物': ['诸葛亮', '张飞', '赵云', '备'], '地点': ['雒城', '成都']}","{'攻伐': [['备', '成都']]}"
阴与图计。蒙下至芜湖，定威校尉陆逊谓蒙曰：「关羽接境，如何远下，后不当可忧也？」蒙曰：「诚如来言，然我病笃。,"{'人物': ['蒙', '陆逊', '蒙', '关羽', '蒙'], '地点': ['芜湖'], '职官': ['定威校尉']}","{'任职': [['陆逊', '定威校尉']], '到达': [['蒙', '芜湖']], '交谈': [['陆逊', '蒙']]}","{'人物': ['蒙', '关羽', '陆逊'], '地点': ['芜湖'], '职官': ['定威校尉']}","{'到达': [['蒙', '芜湖']], '任职': [['陆逊', '定威校尉']], '交谈': [['陆逊', '蒙']]}"
桧将械送金人，汝为变姓名为赵复，徒步入蜀。,"{'人物': ['桧', '汝为', '赵复'], '团体': ['金'], '地点': ['蜀']}","{'到达': [['汝为', '蜀']], '政治奥援': [['桧', '金']], '别名': [['汝为', '赵复']]}","{'人物': [['汝为', 0.9998], ['赵复', 0.999], ['桧', 0.9984]], '地点': [['蜀', 0.9998]], '团体': [['金', 0.9759]]}","{'到达': [['汝为', '蜀'], ['赵复', '蜀']]}"
骑，奇寄翻。高干入濩泽。,"{'人物': ['高干'], '地点': ['濩泽']}","{'到达': [['高干', '濩泽']]}","{'人物': ['高干'], '地点': ['濩泽']}","{'到达': [['高干', '濩泽']]}"
6冬，十月，己卯，帝还洛阳宫。,"{'时间': ['冬', '十月', '己卯'], '人物': ['帝'], '地点': ['洛阳宫']}","{'到达': [['帝', '洛阳宫']]}","{'人物': ['帝'], '时间': ['冬', '十月', '己卯'], '地点': ['洛阳宫']}","{'到达': [['帝', '洛阳宫']]}"
备幷军三万馀人，车甲、器械、资货甚盛。璋还成都，备北到葭萌，葭萌县，属广汉郡。,"{'人物': ['备', '璋', '备'], '地点': ['成都', '葭萌', '葭萌县', '广汉郡']}","{'到达': [['备', '葭萌'], ['璋', '成都']], '属地': [['葭萌县', '广汉郡']]}","{'人物': ['璋', '备'], '地点': ['葭萌', '成都', '葭萌县', '广汉郡']}","{'到达': [['璋', '成都'], ['备', '葭萌']], '属地': [['葭萌县', '广汉郡']]}"
